"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-03",98.54507,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-04",98.89214,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.08974,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.09556,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-07",98.92181,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-08",98.77023,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-09",98.75981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-10",99.01966,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.64079,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-12",100.1462,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-01",100.2785,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-02",100.1631,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.97688,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.7464,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.45198,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.22302,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.0103,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.95576,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.07709,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.35738,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.69435,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-12",100.1834,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-01",100.6044,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.7548,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.744,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.7144,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.6519,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5456,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.4731,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.519,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.5898,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.6838,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.7981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.9746,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.0567,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.9238,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.7027,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.6068,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.5942,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.7212,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.8385,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.8046,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.5676,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.411,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.3332,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.3572,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.3735,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4446,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.5894,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.618,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.5974,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.7053,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.8639,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.9834,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.0737,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.1952,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.2985,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.3137,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.3641,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.4814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.6133,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.7772,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.9623,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-06",102.1309,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-07",102.2444,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-08",102.247,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-09",102.2579,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-10",102.251,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-11",102.2327,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.2012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.353,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.5153,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.5228,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.5014,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.403,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.2847,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-07",102.1494,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.9582,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.719,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.5837,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.6766,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.8187,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-01",102.0568,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.2638,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-03",102.2988,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-04",102.294,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-05",102.3374,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-06",102.3484,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-07",102.2932,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-08",102.232,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.2218,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.2013,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.3185,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.4811,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.7093,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.7616,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.6815,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.6632,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.6382,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.5404,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.5073,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.4728,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.4235,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.3157,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.0661,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.542,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.0227,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.6431,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.4793,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.4465,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5685,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.6469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.5615,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2622,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.83085,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.67533,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.82201,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.177,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5202,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.7259,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.9118,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.9642,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.9383,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.6894,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.3561,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.0815,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.8412,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.65981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.67475,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.67223,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.49484,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.33751,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.42016,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.85163,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.4322,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.4345,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.3456,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.3104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.4578,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.7484,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.0498,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.3276,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.2147,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.0478,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.8776,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.7997,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.9368,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.0476,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.0231,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.9048,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.8161,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.8799,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.015,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0003,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.8455,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.6173,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4299,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.4974,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.7463,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.6532,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.0651,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.35023,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.11823,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.50272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.0764,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.3353,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.2869,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.1562,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.90605,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.62564,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.60499,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.64095,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.73866,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.0521,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.4697,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.6994,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8141,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.8459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.6241,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.3539,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.1809,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.1209,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.0805,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.0575,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",99.82967,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.57605,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.28328,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",98.99915,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.83199,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.6713,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.28458,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.81836,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.29283,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.91551,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.79686,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.99892,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.2549,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.33056,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.97945,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.72417,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.71675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.72392,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.69802,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.8989,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.34467,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.72823,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.88704,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.84206,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.88552,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.06242,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.09191,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.10587,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.27908,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.43963,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.49435,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.49128,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.47099,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.46973,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.37534,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.09282,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.92052,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.87006,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.96783,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.2232,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.47215,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.57961,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.53093,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.28918,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.23121,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.21563,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.91071,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.33817,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.84948,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.78281,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.01272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.4511,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.99335,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.45564,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.71336,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.83756,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.87237,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.81646,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.61173,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.5396,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.70969,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.02642,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.25356,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.16705,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.83263,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.70406,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.80719,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.97424,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.18669,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.52554,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.70074,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.66298,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.38166,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.99993,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.76394,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.86459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.16884,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.34203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.41225,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.44456,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.51773,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.50408,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.47762,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.46941,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.56451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.76929,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0572,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8021,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.0659,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.0682,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.9718,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9172,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8369,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.851,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7365,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5473,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.3768,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.406,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5223,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6192,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6323,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.595,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5552,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.5773,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.6995,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6774,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.531,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4252,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4061,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.4828,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8115,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.1485,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.2965,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.2844,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.254,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.2144,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.1423,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.0336,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.9871,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.0785,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.2075,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4054,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5064,
